tieu_de,dia_chi,dien_tich_dat,phong_ngu,phong_tam,so_tang,phap_ly,ngay_dang,source_site,dien_tich_log,quan,thanh_pho,gia,gia_log
"Gấp ngang 6m, hẻm xe tải 6m CX Bắc Hải, DT 6x10m, 4 tầng, bán gấp 9,9 tỷ","Đường Bắc Hải, Phường 14, Quận Tân Bình, Hồ Chí Minh",60.0,6,6,4,Đã có sổ,2026-03-29,batdongsan,4.110873864173311,Quận Tân Bình,TP.HCM,9.9,2.388762789235098
BÁN NHÀ HẺM ÔTÔ_3TẦNG 4.3X20_NGÃ TƯ HUỲNH TẤN PHÁT PHÚ THUẬN_500M SANG PMH QUẬN 7_9TỶ NHỈNH,"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",82.0,4,5,3,Đã có sổ,2026-03-30,batdongsan,4.418840607796598,Quận 7,TP.HCM,9.0,2.302585092994046
"Chính chủ bán nhà hẻm xe hơi Phan Văn Hớn, Quận 12, 4.2x12m, sổ hồng riêng, giá 3.8 tỷ","Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",45.0,2,1,2,Đã có sổ,2026-03-26,batdongsan,3.828641396489095,Quận 12,TP.HCM,3.8,1.5686159179138452
"Bán Nhà riêng tạihà trì, Phường Hà Cầu, Quận Hà Đông, Hà Nội","hà trì, Phường Hà Cầu, Quận Hà Đông, Hà Nội",45.0,8,8,5,Đã có sổ,2025-12-27,thuviennhadat,3.828641396489095,Quận Hà Đông,Hà Nội,9.8,2.379546134130174
Chính chủ cần bán nhà lầu trệt - ngay ngã tư Tô Hiệu - Hòa Bình. Trung tâm quận Tân Phú,"Đường Tô Hiệu, Phường Hiệp Tân, Quận Tân Phú, Hồ Chí Minh",52.0,3,2,2,Đã có sổ,2026-03-26,batdongsan,3.970291913552122,Quận Tân Phú,TP.HCM,6.19,1.9726911717329554
"Bán Nhà mặt phố tạiXã Kim Chung, Huyện Hoài Đức, Hà Nội","Xã Kim Chung, Huyện Hoài Đức, Hà Nội",80.0,13,13,9,Đã có sổ,2025-05-14,thuviennhadat,4.394449154672439,Huyện Hoài Đức,Hà Nội,22.0,3.1354942159291497
"Bán nhà riêng tại Lý Thánh Tông, giá thương lượng 6,4 tỷ, 61m2, giá tốt, Hot!","Đường Lý Thánh Tông, Phường Phú Thạnh, Quận Tân Phú, Hồ Chí Minh",61.0,2,1,2,Đã có sổ,2026-03-28,batdongsan,4.127134385045092,Quận Tân Phú,TP.HCM,6.4,2.0014800002101243
"Bán Nhà riêng tạiphúc lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội","phúc lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",32.0,3,4,5,Đã có sổ,2025-05-20,thuviennhadat,3.4965075614664802,Quận Long Biên,Hà Nội,4.9,1.7749523509116738
"Bán Nhà riêng tạiĐường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội","Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",32.0,3,4,6,Đã có sổ,2025-05-13,thuviennhadat,3.4965075614664802,Quận Bắc Từ Liêm,Hà Nội,8.2,2.2192034840549946
NHÀ ĐẸP 3 TẦNG - MỚI Ở NGAY - NGUYỄN CẢNH CHÂN Q1 - 35M2 - 4PN - HẺM 4M - SAT MẶT TIỀN - HƠN 6Đ,"Đường Nguyễn Cảnh Chân, Phường Cầu Kho, Quận 1, Hồ Chí Minh",33.0,4,3,3,Đã có sổ,2026-03-21,batdongsan,3.5263605246161616,Quận 1,TP.HCM,6.98,2.0769384114617173
"Bán Nhà riêng tạiHào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",63.0,3,3,7,Đã có sổ,2026-01-21,thuviennhadat,4.1588830833596715,Quận Đống Đa,Hà Nội,12.8,2.624668592163159
"Bán Nhà mặt phố tạiLiễu Giai, Phường Liễu Giai, Quận Ba Đình, Hà Nội","Liễu Giai, Phường Liễu Giai, Quận Ba Đình, Hà Nội",95.0,12,10,10,Đã có sổ,2025-07-11,thuviennhadat,4.564348191467836,Quận Ba Đình,Hà Nội,62.0,4.143134726391533
"NHÀ 2 TẦNG FULL NỘI THẤT ĐẸP LUNG LINH, ĐƯỜNG BÌNH ĐÔNG Q8, SHR HOÀN CÔNG. DƯỚI 5 TỶ ( TL )","Đường Bình Đông, Phường 15, Quận 8, Hồ Chí Minh",47.0,2,2,2,Đã có sổ,2026-03-27,batdongsan,3.871201010907891,Quận 8,TP.HCM,4.8,1.7578579175523736
"Bán Nhà riêng tạiĐại Mỗ, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội","Đại Mỗ, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",30.0,3,4,5,Đã có sổ,2025-05-19,thuviennhadat,3.4339872044851463,Quận Nam Từ Liêm,Hà Nội,5.0,1.791759469228055
"5TẦNG - KẾ BÊN VINCOM NAM LONG - XE HƠI 4 CHỖ TỚI NHÀ - FULL NỘI THẤT CAO CẤP , 10.6 TỶ","Phường Bình Thuận, Quận 7, Hồ Chí Minh",63.0,4,4,5,Đã có sổ,2026-03-27,batdongsan,4.1588830833596715,Quận 7,TP.HCM,10.6,2.451005098112319
"Hẻm 4m, 1 sẹc, gần MT Ngô Quyền Q. 10, ngang 4m x 8m, giá 6 tỷ 2","Đường Ngô Quyền, Phường 6, Quận 10, Hồ Chí Minh",31.2,2,2,2,Đã có sổ,2026-03-22,batdongsan,3.4719664525503626,Quận 10,TP.HCM,6.2,1.9740810260220096
"Bán nhà Tân Phú 4x15m, giá Bình Tân cho đầu tư","Đường Huỳnh Thiện Lộc, Phường Hòa Thạnh, Quận Tân Phú, Hồ Chí Minh",60.0,3,2,2,Đã có sổ,2026-03-18,batdongsan,4.110873864173311,Quận Tân Phú,TP.HCM,5.9,1.9315214116032138
"Nhà HXH khu 281/ Lê Văn Sỹ - Ngang 4.35m, CN 72m2. Giá 11.5 tỷ Tl","Đường Lê Văn Sỹ, Phường 13, Quận Phú Nhuận, Hồ Chí Minh",72.0,2,2,2,Đã có sổ,2026-03-24,batdongsan,4.290459441148391,Quận Phú Nhuận,TP.HCM,11.5,2.5257286443082556
"Tôi cần bán nhà Giá 3Tỷ8/75,6m2 đường Trần Trọng Cung, Tân Thuận Đông, Q7. Gần Vincom + Nam Long","Đường Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",75.6,4,5,4,Đã có sổ,2026-03-30,batdongsan,4.338597076746545,Quận 7,TP.HCM,3.8,1.5686159179138452
Hiếm! Nhà đẹp sát MT Phú Định-4 tầng đẹp 4PN 3WC - 4.4x11.5m vuông đẹp-gấp chỉ giá 5.9T xem ngay,"Đường Phú Định, Phường 16, Quận 8, Hồ Chí Minh",46.0,4,3,4,Đã có sổ,2026-03-24,batdongsan,3.8501476017100584,Quận 8,TP.HCM,5.9,1.9315214116032138
"Nhà đẹp 5 tầng ngay Phạm Văn Hai Tân Bình. 5,5x20m Nở Hậu 8m Giá tốt 28 tỷ còn thương lượng.","Đường Phạm Văn Hai, Phường 5, Quận Tân Bình, Hồ Chí Minh",137.8,5,6,5,Đã có sổ,2026-03-29,batdongsan,4.933034048072704,Quận Tân Bình,TP.HCM,28.0,3.367295829986474
Bán nhà đẹp lung linh 6 tầng có thang máy Quận 7,"Đường Số 43, Phường Tân Quy, Quận 7, Hồ Chí Minh",80.0,6,7,5,Đã có sổ,2026-03-30,batdongsan,4.394449154672439,Quận 7,TP.HCM,17.5,2.917770732084279
"Bán nhà gần mặt phố Trần Phú, phường 8, quận 5, giá tốt 8 tỷ VND, diện tích 65m2","Đường Trần Phú, Phường 8, Quận 5, Hồ Chí Minh",65.0,2,2,2,Đã có sổ,2026-03-23,batdongsan,4.189654742026425,Quận 5,TP.HCM,8.0,2.1972245773362196
QUẬN 8 | SÁT MẶT TIỀN DƯƠNG BÁ TRẠC | HẺM XE HƠI 5M | DTCN 4X12M | GIÁ 5 TỎI NHĨNH,"Đường Dương Bá Trạc, Phường 1, Quận 8, Hồ Chí Minh",48.0,2,2,2,Đã có sổ,2026-03-28,batdongsan,3.8918202981106265,Quận 8,TP.HCM,5.9,1.9315214116032138
"Bán Nhà riêng tạiPhường Đức Giang, Quận Long Biên, Hà Nội","Phường Đức Giang, Quận Long Biên, Hà Nội",90.0,5,6,7,Đã có sổ,2025-05-03,thuviennhadat,4.51085950651685,Quận Long Biên,Hà Nội,16.5,2.8622008809294686
"Bán Nhà riêng tạiHồ Tùng Mậu, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội","Hồ Tùng Mậu, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",35.0,3,4,7,Đã có sổ,2026-09-02,thuviennhadat,3.58351893845611,Quận Cầu Giấy,Hà Nội,10.05,2.402430427963762
CƠ HỘI HIẾM Q12- MẶT TIỀN KINH DOANH GIÁ GIẬT MÌNH- 106m2- 3TẦNG- LÊ VĂN KHƯƠNG- SHR - HẺM XE TĂNG,"Đường Lê Văn Khương, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",106.0,5,3,3,Đã có sổ,2026-03-29,batdongsan,4.672828834461906,Quận 12,TP.HCM,7.4,2.128231705849268
"Bán Nhà riêng tạicự khê, Phường Phú Lương, Quận Hà Đông, Hà Nội","cự khê, Phường Phú Lương, Quận Hà Đông, Hà Nội",66.0,5,5,8,Đã có sổ,2025-10-09,thuviennhadat,4.204692619390966,Quận Hà Đông,Hà Nội,13.6,2.681021528714291
"Bán nhà HXH Đường Phạm Văn Chiêu, P9, Gò Vấp. 4x13m. 4 tầng. FULL nội thất. Chỉ hơn 6tỷ","Đường Phạm Văn Chiêu, Phường 9, Quận Gò Vấp, Hồ Chí Minh",52.0,4,3,4,Đã có sổ,2026-03-30,batdongsan,3.970291913552122,Quận Gò Vấp,TP.HCM,6.62,2.030776369698555
"Nhà mặt tiền buôn bán, 6PN 6WC giá ưu đãi trong T3/2026","146, Đường Chu Văn An, Phường 2, Quận 6, Hồ Chí Minh",79.5,6,6,4,Đã có sổ,2026-03-18,batdongsan,4.388257184424518,Quận 6,TP.HCM,19.9,3.039749158970765
"Bán Nhà riêng tạiĐường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội.","Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội.",61.0,4,5,6,Đã có sổ,2025-06-06,thuviennhadat,4.127134385045092,Quận Thanh Xuân,Hà Nội,15.9,2.8273136219290276
"Bán Nhà riêng tạiPhố Tống Duy Tân, Phường Hàng Bông, Quận Hoàn Kiếm, Hà Nội","Phố Tống Duy Tân, Phường Hàng Bông, Quận Hoàn Kiếm, Hà Nội",105.0,3,3,1,Đã có sổ,2025-10-31,thuviennhadat,4.663439094112067,Quận Hoàn Kiếm,Hà Nội,25.0,3.258096538021482
"Bán nhà góc HXH 59/ Mã Lò, 4x8.4m, cấp 4, giá 3.7 tỷ","59/ , Đường Mã Lò, Phường Bình Trị Đông A, Quận Bình Tân, Hồ Chí Minh",33.6,2,2,1,Đã có sổ,2026-03-27,batdongsan,3.543853682063679,Quận Bình Tân,TP.HCM,3.7,1.547562508716013
Bán nhà Tân Hưng. Cạnh Lotte. 4 tầng 5 phòng ngủ. DT: 3.7m x 9m. Hẻm oto. Sổ hồng. Giá chỉ 7.5 tỷ,"Phường Tân Phong, Quận 7, Hồ Chí Minh",23.0,5,4,4,Đã có sổ,2026-03-27,batdongsan,3.1780538303479458,Quận 7,TP.HCM,7.5,2.1400661634962708
"Bán nhà Phạm Văn Chí, Quận 6, nhà đẹp ở ngay, sổ nở hậu, 7x15m, giá chỉ 7.1 tỷ","Đường Phạm Văn Chí, Phường 8, Quận 6, Hồ Chí Minh",105.0,3,3,1,Đã có sổ,2026-03-23,batdongsan,4.663439094112067,Quận 6,TP.HCM,7.1,2.0918640616783932
"Bán Nhà riêng tạiLê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",33.0,4,3,7,Giấy tờ không xác định,2025-03-10,thuviennhadat,3.5263605246161616,Quận Thanh Xuân,Hà Nội,12.1,2.5726122302071057
"Nhà 5 tầng bề thế 6x12m sổ vuông đẹp, hẻm xe hơi thông sát mặt tiền Nguyễn Tư Giản phường 12 Gò Vấp","Đường Nguyễn Tư Giản, Phường 12, Quận Gò Vấp, Hồ Chí Minh",72.0,5,5,5,Đã có sổ,2026-03-30,batdongsan,4.290459441148391,Quận Gò Vấp,TP.HCM,9.2,2.322387720290225
"Kênh Nước Đen - Lê Thúc Hoạch 4m x 16,5m nở hậu đẹp giá chỉ 4. x tỷ giáp Tân Phú","Đường Kênh Nước Đen, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh",66.0,2,2,2,Đã có sổ,2026-03-17,batdongsan,4.204692619390966,Quận Bình Tân,TP.HCM,4.75,1.749199854809259
"Nhà hiếm ngang 5.2m2-Đ. Nguyễn Khoái, hướng đi Tôn Thất Thuyết, Bến Vân Đồn, Hoàng Diệu qua Q1,Q8 .","Đường Nguyễn Khoái, Phường 2, Quận 4, Hồ Chí Minh",55.0,2,2,2,Đã có sổ,2026-03-22,batdongsan,4.02535169073515,Quận 4,TP.HCM,6.8,2.0541237336955462
"**Bán nhà HXH Phạm Phú Thứ, phường 11, quận Tân Bình (4*13) căn góc 2MT chỉ 8,3 tỷ?","Đường Phạm Phú Thứ, Phường 11, Quận Tân Bình, Hồ Chí Minh",54.0,2,2,2,Đã có sổ,2026-03-30,batdongsan,4.007333185232471,Quận Tân Bình,TP.HCM,8.3,2.2300144001592104
"Bán nhà Quận Tân Bình, 64m2( 5.1x12.5M), 5 tầng BTCT, hẻm ô tô ngủ trong nhà, gần sân bay. chỉ 7 tỷ","Phường 15, Quận Tân Bình, Hồ Chí Minh",63.0,5,4,5,Đã có sổ,2026-03-24,batdongsan,4.1588830833596715,Quận Tân Bình,TP.HCM,7.0,2.0794415416798357
Bán nhà đôi 2 căn hẻm ba gác thông thoáng gần đường Tôn Đản,"Đường Tôn Đản, Phường 15, Quận 4, Hồ Chí Minh",50.0,6,6,5,Đã có sổ,2026-03-22,batdongsan,3.9318256327243257,Quận 4,TP.HCM,6.5,2.0149030205422647
"Ngộp! Bán gấp nhà ven sông Trần Não - 5 tầng - 7,5x18m - CN: 125m2 - HĐT: 41tr/th - Giá về 20 tỷ","Đường Số 27, Phường An Khánh, Quận 2, Hồ Chí Minh",125.0,5,5,5,Đã có sổ,2026-03-19,batdongsan,4.836281906951478,Quận 2,TP.HCM,20.0,3.044522437723423
"Bán nhà chính chủ, trung tâm hành chính Quận 4, Phường Xóm Chiếu, TP. HCM","68/18, Đường Hoàng Diệu, Phường 13, Quận 4, Hồ Chí Minh",103.0,2,2,2,Đã có sổ,2026-03-30,batdongsan,4.6443908991413725,Quận 4,TP.HCM,32.0,3.4965075614664802
"Bán Nhà biệt thự, liền kề tạiĐường 1, Phường Phú La, Quận Hà Đông, Hà Nội","Đường 1, Phường Phú La, Quận Hà Đông, Hà Nội",50.0,5,4,5,Đã có sổ,2025-10-31,thuviennhadat,3.9318256327243257,Quận Hà Đông,Hà Nội,16.0,2.833213344056216
"NHÀ NHỎ, SỔ ĐẸP, KO LG QH - HOÀ HƯNG - 15/19M2, 4TẦNG - 3.8TỶ","Đường Hòa Hưng, Phường 13, Quận 10, Hồ Chí Minh",15.0,3,4,4,Đã có sổ,2026-03-29,batdongsan,2.772588722239781,Quận 10,TP.HCM,3.8,1.5686159179138452
Nhà đẹp góc 2MT có thể KDMB hẻm 160 Nguyễn Văn Quỳ - hẻm thông,"Đường Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Hồ Chí Minh",32.8,2,2,2,Đã có sổ,2026-03-26,batdongsan,3.520460802488973,Quận 7,TP.HCM,4.68,1.7369512327330598
"Bán Nhà riêng tạicầu diễn, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội","cầu diễn, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội",39.0,4,5,6,Đã có sổ,2026-03-25,thuviennhadat,3.6888794541139363,Quận Nam Từ Liêm,Hà Nội,7.95,2.191653532286764
"Bán Nhà riêng tạiNguyễn Khang, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội","Nguyễn Khang, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",39.0,6,4,7,Đã có sổ,2025-12-12,thuviennhadat,3.6888794541139363,Quận Cầu Giấy,Hà Nội,12.9,2.631888840136646
"CHỈ 6.3 TỶ/TL NGAY LÊ VĂN SỸ, SÁT HẺM XE HƠI, HUỲNH VĂN BÁNH, 32M2, 3 TẦNG, 4PN. LH0967 678 ***","Đường Lê Văn Sỹ, Phường 10, Quận Phú Nhuận, Hồ Chí Minh",32.0,4,3,3,Đã có sổ,2026-03-29,batdongsan,3.4965075614664802,Quận Phú Nhuận,TP.HCM,6.3,1.9878743481543455
LÔ GÓC 2 MẶT THOÁNG - GẦN LOTTEMART - NGÃ TƯ LÊ HOÀNG PHÁI & NGUYỄN OANH FULL NỘI THẤT - GIÁ 4.85TỶ,"Đường Lê Hoàng Phái, Phường 17, Quận Gò Vấp, Hồ Chí Minh",30.0,3,2,2,Đã có sổ,2026-03-30,batdongsan,3.4339872044851463,Quận Gò Vấp,TP.HCM,4.85,1.766441661243765
"Bán Nhà riêng tạiNgõ 168 Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội","Ngõ 168 Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",40.0,6,4,6,Đã có sổ,2025-07-31,thuviennhadat,3.713572066704308,Quận Hoàng Mai,Hà Nội,8.5,2.2512917986064953
"Bán Nhà riêng tạiPhố Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","Phố Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",60.0,5,4,7,Đã có sổ,2025-11-08,thuviennhadat,4.110873864173311,Quận Thanh Xuân,Hà Nội,11.9,2.5572273113676265
"Gấp bán giảm chào 200tr. Bán nhà Quận 10. Đường Bà Hạt, 42m2, gần mặt tiền. 5 tỷ 18","Đường Bà Hạt, Phường 9, Quận 10, Hồ Chí Minh",42.0,5,4,3,Đã có sổ,2026-03-30,batdongsan,3.7612001156935624,Quận 10,TP.HCM,5.18,1.8213182714695995
"Bán NP 22m2 tại Văn Thân, 3,3 tỷ, 1PN, 2WC, pháp lý đầy đủ","Văn Thân, Phường An Lạc, Quận Bình Tân, Hồ Chí Minh",22.0,1,2,1,Đã có sổ,2026-03-30,batdongsan,3.1354942159291497,Quận Bình Tân,TP.HCM,3.3,1.4586150226995167
"Bán Nhà riêng tạibắc sơn, Thị trấn Chúc Sơn, Huyện Chương Mỹ, Hà Nội","bắc sơn, Thị trấn Chúc Sơn, Huyện Chương Mỹ, Hà Nội",45.0,5,3,4,Đã có sổ,2026-03-26,thuviennhadat,3.828641396489095,Quận/Huyện khác,Hà Nội,4.25,1.6582280766035324
"CHÍNH CHỦ BÁN 2 CĂN NHÀ ĐƯỜNG SỐ TRẦN NÃO, AN KHÁNH, QUẬN 2 - GIÁ ĐẦU TƯ","Đường Số 27, Phường An Khánh, Quận 2, Hồ Chí Minh",126.0,8,10,4,Đã có sổ,2026-03-18,batdongsan,4.844187086458591,Quận 2,TP.HCM,20.0,3.044522437723423
"Bán nhà riêng trong chợ Bàn Cờ Nguyễn Đình Chiểu, 7,924 tỷ, 34.2m2","Đường Nguyễn Đình Chiểu, Phường 3, Quận 3, Hồ Chí Minh",34.2,2,1,4,Đã có sổ,2026-03-23,batdongsan,3.5610460826040513,Quận 3,TP.HCM,7.92,2.188295946591918
CHỈ 7.5 ĐỒNG CÓ NGAY NHÀ PHỐ HIỆN ĐẠI 5 TẦNG ĐẦY ĐỦ TIỆN NGHI SÁT MẶT TIỀN KINH DƯƠNG VƯƠNG,"Đường Kinh Dương Vương, Phường An Lạc, Quận Bình Tân, Hồ Chí Minh",52.0,5,5,5,Đã có sổ,2026-03-30,batdongsan,3.970291913552122,Quận Bình Tân,TP.HCM,7.5,2.1400661634962708
Nhà chính chủ Lê Văn Sỹ - 42m2 - khu phân lô - hẻm xe hơi đỗ cửa,"Đường Lê Văn Sỹ, Phường 1, Quận Tân Bình, Hồ Chí Minh",42.0,4,3,3,Đã có sổ,2026-03-28,batdongsan,3.7612001156935624,Quận Tân Bình,TP.HCM,7.99,2.196112848483529
"Bán Nhà biệt thự, liền kề tạivăn phú, Phường Phú La, Quận Hà Đông, Hà Nội","văn phú, Phường Phú La, Quận Hà Đông, Hà Nội",90.0,4,4,5,Đã có sổ,2025-05-09,thuviennhadat,4.51085950651685,Quận Hà Đông,Hà Nội,21.5,3.1135153092103742
"Bán Nhà riêng tạiKim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội","Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",36.0,4,3,4,Đã có sổ,2025-06-03,thuviennhadat,3.6109179126442243,Quận Hoàng Mai,Hà Nội,65.0,4.189654742026425
"Gấp bán nhà 4 tầng mặt tiền Cư xá Phú Lâm A, thông Kinh Dương Vương, Hậu Giang","Đường Cư Xá Phú Lâm A, Phường 12, Quận 6, Hồ Chí Minh",155.0,3,4,4,Đã có sổ,2026-03-17,batdongsan,5.049856007249537,Quận 6,TP.HCM,16.8,2.8791984572980396
"Bán Nhà riêng tạiPhố Hồng Tiến, Phường Bồ Đề, Quận Long Biên, Hà Nội","Phố Hồng Tiến, Phường Bồ Đề, Quận Long Biên, Hà Nội",45.0,4,6,7,Đã có sổ,2025-09-10,thuviennhadat,3.828641396489095,Quận Long Biên,Hà Nội,14.5,2.740840023925201
Bán nhanh nhà Nguyễn Công Hoan 32m2 - 4 tầng - giá chỉ 8 tỷ hơn - sổ sạch - thiện chí,"hẻm 69, Đường Nguyễn Công Hoan, Phường 7, Quận Phú Nhuận, Hồ Chí Minh",32.0,3,4,4,Đã có sổ,2026-03-28,batdongsan,3.4965075614664802,Quận Phú Nhuận,TP.HCM,8.2,2.2192034840549946
"Nhà mới ngay chợ Rạch Ông 3 Lầu + ST (125,9m2) giá tốt","Đường Đặng Chất, Phường 2, Quận 8, Hồ Chí Minh",125.9,4,5,3,Đã có sổ,2026-03-30,batdongsan,4.843399374720342,Quận 8,TP.HCM,7.8,2.174751721484161
"Bán nhà Tô Hiến Thành, Q10. DT 72,4m2, 3 lầu. HXH vô nhà (5PN). Giá 3tỷ350 Đang cho thuê 26tr/th","Đường Tô Hiến Thành, Phường 4, Quận 10, Hồ Chí Minh",72.4,5,6,4,Đã có sổ,2026-03-29,batdongsan,4.29592393562047,Quận 10,TP.HCM,3.35,1.4701758451005926
"Bán nhà HXH Lê Văn Sỹ Q3, DT: 8x20m, 2 tầng ST, HĐT 65 triệu/tháng, giá 38 tỷ 500 TL","Đường Lê Văn Sỹ, Phường 13, Quận 3, Hồ Chí Minh",160.0,5,4,3,Đã có sổ,2026-03-28,batdongsan,5.081404364984463,Quận 3,TP.HCM,38.5,3.676300671907076
Nhà đẹp lung linh mới hoàn thiện oto ngủ trong nhà khu phân lô P.Bình Trưng khu hiếm nhà bán,"Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",67.0,4,5,3,Đã có sổ,2026-03-28,batdongsan,4.219507705176107,Quận 2,TP.HCM,11.0,2.4849066497880004
"Bán CHDV THÍCH QUẢNG ĐỨC, PHÚ NHUẬN, 4x20m, 6 tầng BTCT 9 CHDV, HXH 7m cách MT 20m - CHỈ 16TỶ TL","Đường Thích Quảng Đức, Phường 4, Quận Phú Nhuận, Hồ Chí Minh",74.0,9,4,6,Đã có sổ,2026-03-24,batdongsan,4.31748811353631,Quận Phú Nhuận,TP.HCM,16.0,2.833213344056216
"Nhà hiếm đường Cách Mạng Tháng cách mặt tiền vài căn, Phường 13, Quận 10. Giá 7,5 tỷ thương lượng","Đường Cách Mạng Tháng Tám, Phường 13, Quận 10, Hồ Chí Minh",44.0,3,2,2,Đã có sổ,2026-03-16,batdongsan,3.8066624897703196,Quận 10,TP.HCM,7.5,2.1400661634962708
"Nhà hẻm 666, XH đậu cửa, sổ nở hậu - đường 3/2 - 47m2, 5 tầng - nhích 7 tỷ","Đường 3/2, Phường 14, Quận 10, Hồ Chí Minh",47.0,5,4,5,Đã có sổ,2026-03-29,batdongsan,3.871201010907891,Quận 10,TP.HCM,7.4,2.128231705849268
NHỈNH 7 ĐỒNG - ÂU CƠ - LẠC LONG QUÂN - HẺM 8M - XINH IU 4 TẦNG,"Phường Phú Trung, Quận Tân Phú, Hồ Chí Minh",40.0,4,4,4,Đã có sổ,2026-03-26,batdongsan,3.713572066704308,Quận Tân Phú,TP.HCM,7.6,2.151762203259462
"18.6 tỷ căn góc khu K300 - Cộng Hòa, 6 x 13,5m, 3 lầu đường thông kinh doanh đa ngành","Đường Nguyễn Thái Bình, Phường 12, Quận Tân Bình, Hồ Chí Minh",81.5,5,6,4,Đã có sổ,2026-03-30,batdongsan,4.412798293340635,Quận Tân Bình,TP.HCM,18.6,2.975529566236472
"Mình bán nhà đẹp, giá rẻ, đường ô Tô, Âu Cơ, Q. Tân Phú, chỉ 7.3 tỷ alo mình nhé","Đường Âu Cơ, Phường Tân Thành, Quận Tân Phú, Hồ Chí Minh",60.0,4,3,3,Đã có sổ,2026-03-20,batdongsan,4.110873864173311,Quận Tân Phú,TP.HCM,7.3,2.1162555148025524
"Bán Nhà riêng tạiHoa Lư, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội","Hoa Lư, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",55.0,2,2,5,Đã có sổ,2026-08-03,thuviennhadat,4.02535169073515,Quận Hai Bà Trưng,Hà Nội,14.5,2.740840023925201
BÁN NHÀ - 3 TẦNG - 4 PN - DT 50 M2 - ĐƯỜNG THÔNG - BÌNH TRƯNG ĐÔNG - Q 2 .,"đường số, Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",50.0,4,4,3,Đã có sổ,2026-03-24,batdongsan,3.9318256327243257,Quận 2,TP.HCM,5.95,1.9387416595767009
