tieu_de,gia,dia_chi,dien_tich_dat,phong_ngu,phong_tam,so_tang,phap_ly,ngay_dang,source_site
NHÀ MỚI LUNG LINH GẦN CHỢ BÀ HOM 83M 3 TẦNG 5PN TẶNG FULL NỘI THẤT NHỈNH 7 TỶ HẺM XE HƠI,7.99,"Đường Bà Hom, Phường 13, Quận 6, Hồ Chí Minh",83.0,5,6,3,Sổ hồng,2026-03-16,batdongsan
Bán nhà sát MT Lũy Bán Bích - Tân Phú hẻm xe hơi DT: 17m2 | 1 trệt 1 lửng,2.0,"Đường Lũy Bán Bích, Phường Phú Thọ Hòa, Quận Tân Phú, Hồ Chí Minh",17.0,1,2,1,Sổ hồng,2026-03-30,batdongsan
"Nhà đẹp 5 tầng, ngay trung tâm Q6, gần mặt tiền đường, full nội thất cao, 6,8 tỷ",6.8,"Đường Hậu Giang, Phường 2, Quận 6, Hồ Chí Minh",49.0,3,4,5,Sổ hồng,2026-03-20,batdongsan
"Quá rẻ chỉ ""82tr/m2"" - Bán đất tặng nhà 2 tầng 143m2 (4m/8m x 30m) - Hẻm xe tải 6m gần Hàng Xanh",11.6,"Đường Xô Viết Nghệ Tĩnh, Phường 26, Quận Bình Thạnh, Hồ Chí Minh",143.0,2,2,2,Sổ hồng,2026-03-21,batdongsan
THẬT 100% RẺ HƠN 30% 12x20m. 4 TẦNG CN: 220m².VUÔNG HẺM 8M NGUYỄN VĂN TRỖI. PHÚ NHUẬN,36.9,"Đường Nguyễn Văn Trỗi, Phường 10, Quận Phú Nhuận, Hồ Chí Minh",220.0,9,9,4,Sổ hồng,2026-03-28,batdongsan
Nhà đẹp vị trí vàng ở ngay - Phạm Văn Bạch 2T full nội thất nhỉnh 5 tỷ,5.1,"Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, Hồ Chí Minh",60.0,3,3,2,Sổ hồng,2026-03-30,batdongsan
"NHÀ QUÁ ĐẸP-TÂN BÌNH GẦN LÝ THƯỜNG KIỆT-61M2-4TẦNG-(5X13,5M)-CHỈ HƠN 7TỶ",7.9,"Phường 8, Quận Tân Bình, Hồ Chí Minh",61.0,4,5,4,Sổ hồng,2026-03-29,batdongsan
"Bán nhà sát đường Đào Duy Anh, sát công viên Gia định, 4 tầng BTCT, ngang 6m, nhỉnh 5 tỷ.",5.2,"Đường Đào Duy Anh, Phường 5, Quận Phú Nhuận, Hồ Chí Minh",32.0,3,4,4,Sổ hồng,2026-03-30,batdongsan
Bán nhà mặt tiền đường ô tô thông gần Nguyễn Duy Trinh Quận 2 ngang 8.6m sân đậu ô tô hỗ trợ vay,6.98,"Đường 5, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",73.3,3,2,2,Sổ hồng,2026-03-28,batdongsan
"Bán Nhà Siêu Hiếm Nằm Ngay Hòa Bình, Tân Phú - 76,5m, Giá 5 Tỷ 320 Triệu, Ở Hay Cho Thuê Đều Được",5.32,"Đường Hòa Bình, Phường Tân Thới Hòa, Quận Tân Phú, Hồ Chí Minh",76.5,4,5,4,Sổ hồng,2026-03-30,batdongsan
Quận 3 - CMT8 - 69.1m2 - 12 tỷ - dòng tiền 10 trđ/tháng - ngang hiếm 5.65m - nở hậu,12.0,"Đường Cách Mạng Tháng Tám, Phường 10, Quận 3, Hồ Chí Minh",69.1,5,1,2,Sổ đỏ,2026-03-20,batdongsan
"Nhà ngang siêu khủng gần 5m giá 6TỶ770 Lê Văn Sỹ ,Q.3 quá đẹp để cho thuê ngay vị trị đẹp HXH",6.77,"Đường Lê Văn Sỹ, Phường 14, Quận 3, Hồ Chí Minh",43.0,2,2,1,Sổ hồng,2026-03-21,batdongsan
NHỈN 6 TỶ SIÊU PHẨM NHÀ MỚI 80M2 DT 4X20 2 TẦNG ĐÚC BTCT 3PN HẺM 5M HÒA BÌNH LH0936 999 ***,6.6,"Đường Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Hồ Chí Minh",80.0,3,3,2,Sổ hồng,2026-03-30,batdongsan
"Nhà 1 Lầu Mới Hoàn Thiện Full Nội Thất Đẹp Hẻm 3M Huỳnh Tấn Phát, Q7 - cách HXH chỉ 30m",5.5,"Huỳnh Tấn Phát, Phường Tân Thuận TP. Hồ Chí Minh, Đường Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, Hồ Chí Minh",46.0,2,2,2,Sổ hồng,2026-03-29,batdongsan
Bán nhà DT 4.5 x 15m HXH Đồng Đen - Nguyễn Hồng Đào - nhà cấp 4 giá chỉ 8.2 tỷ TL,8.2,"Đường Đồng Đen, Phường 14, Quận Tân Bình, Hồ Chí Minh",61.6,2,3,2,Sổ hồng,2026-03-28,batdongsan
"Chính chủ bán nhà tại XVNT - DTSD 58m2, hẻm xe tải tránh nhau thông ra Nguyễn Gia Trí (D2)",4.8,"hẻm 860, Đường Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, Hồ Chí Minh",26.0,2,2,2,Sổ hồng,2026-03-29,batdongsan
"Bán nhà vào ở ngay 3 tấm BTCT 66m2, HXH thông Huỳnh Thị Hai đoạn giao Nguyễn Ảnh Thủ nhỉnh nhẹ 5xT",5.45,"Đường Huỳnh Thị Hai, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",66.0,4,4,3,Sổ hồng,2026-03-30,batdongsan
"Bân gấp nhà 4 tầng, Quận 4 chỉ 4,9 tỷ",4.9,"Đường Hoàng Diệu, Phường 10, Quận 4, Hồ Chí Minh",28.0,2,3,4,Sổ hồng,2026-03-22,batdongsan
Bán nhà đường 74 KDC Bình Phú 4x15 2 lầu 1T,8.2,"Đường Số 74, Phường 10, Quận 6, Hồ Chí Minh",60.0,4,4,3,Sổ hồng,2026-03-21,batdongsan
Siêu hiếm homestay full nội thất - 6 tầng - ngang 6m bề thế - Phạm Viết Chánh - Q1 - chỉ 29.5 tỷ,29.5,"Đường Phạm Viết Chánh, Phường Cầu Ông Lãnh, Quận 1, Hồ Chí Minh",90.0,11,9,6,Sổ hồng,2026-03-30,batdongsan
"Quận 5, Trần Bình Trọng, xe hơi ngủ trong nhà - 5 tầng BTCT(5PN, 6WC, gara xe) - 8m x 9m",18.8,"Đường Trần Bình Trọng, Phường 3, Quận 5, Hồ Chí Minh",72.0,5,6,5,Sổ hồng,2026-03-23,batdongsan
Cần bán nhà Hẻm xe hơi Nguyễn Thị Thập Tân Quy ngang 5m dài 12m nở hậu nhà 3 tầng 3 phòng chỉ 7 tỷ2,7.2,"Đường Nguyễn Thị Thập, Phường Tân Quy, Quận 7, Hồ Chí Minh",62.0,3,3,3,Sổ hồng,2026-03-28,batdongsan
Bán nhà tặng nội thất khu Cư Xá Đồng Tiến Q10 dt( 3.6 x 16m) giá 12 tỷ TL,12.0,"Đường Cư Xá Đồng Tiến, Phường 14, Quận 10, Hồ Chí Minh",53.0,2,3,3,Sổ hồng,2026-03-31,batdongsan
"CHÍNH CHỦ BÁN NHÀ HXH 6m HOÀNG SA, Q3, DT 4*18(nở hậu 4,3m) CN 75m2.KHU VỰC ĐC XÂY MỚI 6T, CHI 10T.",10.8,"Đường Hoàng Sa, Phường 11, Quận 3, Hồ Chí Minh",75.0,2,2,2,Sổ hồng,2026-03-24,batdongsan
"Bán nhà phố kinh doanh 2 mặt tiền. Đường Lý Phục Man, Quận 7. DT: 5x14m. Chỉ 7 tỷ nhỉnh",7.5,"Đường Lý Phục Man, Phường Bình Thuận, Quận 7, Hồ Chí Minh",70.0,5,5,5,Sổ hồng,2026-03-29,batdongsan
"Hạ giá bán rẻ nhất khu vực không có căn thứ 2, nhà hẻm 254, Thái Phiên, P8, Q11, TP. Hồ Chí Minh",12.5,"Đường Thái Phiên, Phường 8, Quận 11, Hồ Chí Minh",65.7,10,6,5,Sổ hồng,2026-02-19,batdongsan
"Nhà mới P3 Q8, 4.5x14m, giá tốt chốt nhanh 8,98 tỷ",8.98,"Đường Phạm Thế Hiển, Phường 3, Quận 8, Hồ Chí Minh",59.0,4,4,4,Sổ hồng,2026-03-25,batdongsan
HXH 6M - 2 TẦNG HOÀN CÔNG - 65M- ĐÌNH PHONG PHÚ - NHỈNH 5 TỶ,5.3,"Đường Đình Phong Phú, Phường Tăng Nhơn Phú B, Quận 9, Hồ Chí Minh",65.0,3,2,2,Sổ hồng,2026-03-30,batdongsan
"Bán nhà đường Võ Văn Tần và CMT8 vào ở ngay. 3 lầu, 3PN, 30m đến mặt đường, trung tâm Q3.",6.4,"Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh",36.0,3,3,3,Sổ hồng,2026-03-28,batdongsan
"Siêu phẩm nhà mới Thoại Ngọc Hầu, Tân Phú hẻm 10m vip vị trí: Thoại Ngọc Hầu",11.6,"Đường Thoại Ngọc Hầu, Phường Phú Thạnh, Quận Tân Phú, Hồ Chí Minh",68.0,7,6,6,Sổ hồng,2026-03-28,batdongsan
"GIẢM CHÀO 1 TỶ. CHÀO MỚI 8 TỶ. NHÀ ĐƯỜNG 30 BÌNH TRƯNG ĐÔNG, TP. THỦ ĐỨC.",8.0,"Đường 30, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",94.0,3,4,3,Sổ hồng,2026-03-30,batdongsan
"Bán nhà khu 38ha Phan Văn Hớn, Q12",8.5,"165 , Đường Phan Văn Hớn, Phường Đông Hưng Thuận, Quận 12, Hồ Chí Minh",68.0,6,5,4,Sổ hồng,2026-03-28,batdongsan
"Bán nhà khu phân lô Bình Tiên Võ Văn Kiệt, Quận 6 lô góc, 5.2 x 15m, nhà 2 tầng, giá 7.35 tỷ",7.35,"Đường Võ Văn Kiệt, Phường 7, Quận 6, Hồ Chí Minh",75.0,3,4,2,Sổ hồng,2026-03-19,batdongsan
HXH 5m CMT8 Q.10 - Gần mặt tiền - Giáp CV Lê Thị Riêng - Chỉ 6 tỷ x,7.0,"Đường Cách Mạng Tháng Tám, Phường 15, Quận 10, Hồ Chí Minh",35.4,2,2,2,Sổ hồng,2026-03-19,batdongsan
"NHÀ 2 LẦU HXH , ĐƯỜNG HỒNG LẠC , P11 , QUẬN - TB",8.9,"Đường Hồng Lạc, Phường 11, Quận Tân Bình, Hồ Chí Minh",61.0,5,5,3,Sổ hồng,2026-03-30,batdongsan
CƠ HỘI HIẾM Q12- MẶT TIỀN KINH DOANH GIÁ GIẬT MÌNH- 106m2- 3TẦNG- LÊ VĂN KHƯƠNG- SHR - HẺM XE TĂNG,7.4,"Đường Lê Văn Khương, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",106.0,5,3,3,Sổ hồng,2026-03-29,batdongsan
"Mới - Oto đổ cửa Trần Hưng Đạo Q1 thông nhiều hướng, nhà trệt 2 lầu, nở hậu tài lộc, giá tốt",8.4,"Đường Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Hồ Chí Minh",36.0,3,3,3,Sổ hồng,2026-03-27,batdongsan
5 Tấm Chủ 1 Đời Gấp-Đường 8M Kinh Doanh Đông,9.9,"Đường Ông Ích Khiêm, Phường 14, Quận 11, Hồ Chí Minh",44.0,6,4,5,Sổ hồng,2026-03-23,batdongsan
GIÁP Q1 - CÁCH MẶT T.IỀN PHAN ĐÌNH PHÙNG 50M - 3 TẦNG BTCT - NGANG 4 M - 3 PN - 9.35 TỶ,9.35,"Đường Phan Đình Phùng, Phường 15, Quận Phú Nhuận, Hồ Chí Minh",44.0,3,3,3,Sổ hồng,2026-03-26,batdongsan
Nhà siêu hiếm Tân Phú - sát Thoại Ngọc Hầu - 40m2 - 3 Tầng đúc - 4PN - Hẻm 4m Thông,4.86,"272A, Đường Thoại Ngọc Hầu, Phường Phú Thạnh, Quận Tân Phú, Hồ Chí Minh",40.0,4,3,3,Sổ hồng,2026-03-27,batdongsan
"Giá chỉ: 9 tỷ nhỏ. Nhà 4 tầng thuận tiện ở và KD Tô Hiệu. DT: 4,5 x 19m. Nơi sống lý tưởng",9.7,"Đường Tô Hiệu, Phường Phú Thạnh, Quận Tân Phú, Hồ Chí Minh",85.0,3,3,4,Sổ hồng,2026-03-28,batdongsan
Nhà phố hiện đại xây dựng tâm huyết đón đầu cầu Nguyễn Khoái - 1041 Trần Xuân Soạn - 5x12m sổ hồng,7.9,"1041, Phố Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Hồ Chí Minh",60.0,4,5,4,Sổ hồng,2026-03-23,batdongsan
BÁN NHÀ ĐƯỜNG KHÁNH HỘI 4PN3WC 68M2 ĐẤT NGAY TRUNG TÂM QUẬN 1 LH0939 513 ***,7.6,"Đường Khánh Hội, Phường 4, Quận 4, Hồ Chí Minh",68.0,4,2,3,Sổ hồng,2026-03-30,batdongsan
"HIẾM, LÂM VĂN BỀN Q7, 4 TẦNG 4PN MỚI ĐẸP, NGANG KHỦNG 6M x 11M, HẺM 4M RỘNG THOÁNG, CHỈ NHỈNH 6 TỶ",6.45,"Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, Hồ Chí Minh",67.0,4,4,4,Sổ hồng,2026-03-28,batdongsan
"Toà nhà CHDV 5 tầng thang máy - 35 phòng, toilet khép kín - thu nhập 250 triệu 1 tháng - PCCC 65tỷ",65.0,"Đường Số 54, Phường Tân Phong, Quận 7, Hồ Chí Minh",176.0,35,35,5,Sổ hồng,2026-03-30,batdongsan
"Bán nhà An Phú kế bên Thảo Điền quận 2 , 5x20m trệt 2 lầu đường 10m sổ hoàn công giá 23.5 tỷ TL",23.5,"Đường Số 16, Phường An Phú, Quận 2, Hồ Chí Minh",100.0,4,4,3,Sổ hồng,2026-03-23,batdongsan
"Nhà lâu năm, hẻm 1/, nở hậu - Hoà Hảo - 36/39m2, 2 tầng - 5 tỷ",5.0,"Đường Hòa Hảo, Phường 5, Quận 10, Hồ Chí Minh",36.0,3,2,2,Sổ hồng,2026-03-29,batdongsan
"Bán nhà mới đẹp, Đường 6m (4x20), Trệt, 2lầu, 4PN, 3WC, 1xẹc Thới An 16, Phường Thới An, Quận 12",6.25,"Phường Thới An, Quận 12, Hồ Chí Minh",80.0,4,3,4,Sổ hồng,2026-03-30,batdongsan
"Bán nhà hẻm 25 Nguyễn Bỉnh Khiêm, p Bến Nghé Q1, 4.7x8.2m, 3 tầng chỉ 8.8 tỷ",8.8,"hẻm 25, Đường Nguyễn Bỉnh Khiêm, Phường Bến Nghé, Quận 1, Hồ Chí Minh",38.0,2,3,3,Sổ hồng,2026-03-30,batdongsan
"Hẻm xe tải Quận 8, Bông Sao, 120m2, nhỉnh 9 tỷ, ban công rộng, 4PN 5WC, alo0918 846 ***",9.8,"Đường Bông Sao, Phường 5, Quận 8, Hồ Chí Minh",117.4,4,5,2,Sổ hồng,2026-03-27,batdongsan
Giá tốt nhất khu vực ~67tr/m2 - bán đất 94.6m2 tặng nhà - ôtô tới cửa 50m ra Nguyễn Duy Trinh - Q2,6.5,"Đường Số 28, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",94.6,3,2,2,Sổ hồng,2026-03-21,batdongsan
"BÁN NHÀ KHU VIP LÊ VĂN HUÂN TÂN BÌNH GẦN GA T3, ETOWN CỘNG HÒA. 7 tỷ Diện tích: 44m2 . 4 tầng 3PN",7.0,"Đường Lê Văn Huân, Phường 13, Quận Tân Bình, Hồ Chí Minh",44.0,2,3,3,Sổ hồng,2026-03-31,batdongsan
"Chính chủ cần bán gấp nhà 54m2 Trần Quang Diệu, P14, Q3. Gía 2 tỷ550 Sổ hồng riêng",2.55,"Đường Trần Quang Diệu, Phường 14, Quận 3, Hồ Chí Minh",54.0,4,3,3,Sổ hồng,2026-03-27,batdongsan
"Bán nhà Tân Bình, chỉ 10 tỷ có 110m2, HXH thông ra Trường Chinh, ga Metro 2, sân bay",10.0,"Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, Hồ Chí Minh",110.0,4,4,2,Sổ hồng,2026-03-25,batdongsan
"Nhà Lê Đại Hành Quận 11, DT 4x20m nở hậu giáp Q. 10, 7,3 tỷ",7.3,"Đường Lê Đại Hành, Phường 11, Quận 11, Hồ Chí Minh",80.0,4,3,2,Sổ hồng,2026-03-20,batdongsan
HÀNG HIẾM- TÂN BÌNH-HẺM XE HƠI NGUYỄN PHÚC CHU-KHU PHÂN LÔ ĐỒNG BỘ CAO TẦNG-DT 4M16M- 4 TẦNG BTCT,8.3,"Đường Nguyễn Phúc Chu, Phường 15, Quận Tân Bình, Hồ Chí Minh",62.0,5,4,4,Sổ hồng,2026-03-27,batdongsan
Hẻm Nguyễn Chí Thanh - Gần BV Chợ Rẫy. Diện tích: 4 x 13m. 4 tầng,7.08,"Đường Nguyễn Chí Thanh, Phường 16, Quận 11, Hồ Chí Minh",52.0,4,4,4,Sổ hồng,2026-03-23,batdongsan
"Giảm còn 7 tỷ xxx Nhà 3 lầu, 4PN, 3WC hẻm xe hơi Nguyễn Văn Khối, Phường 11, Tp.HCM, Dt 4x22m",8.7,"Đường Nguyễn Văn Khối, Phường 11, Quận Gò Vấp, Hồ Chí Minh",88.0,4,3,3,Sổ hồng,2026-03-31,batdongsan
"Nhà mới có thang máy full nội thất 4x16m 5 tầng, hẻm đẹp 8m đường Gò Xoài thông qua Tân Kỳ Tân Quý",9.2,"Đường Gò Xoài, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh",64.0,5,5,5,Sổ hồng,2026-03-29,batdongsan
NHÀ ĐẸP KIẾN TRÚC SƯ XÂY - NỘI THẤT CAO CẤP - XEM LÀ THÍCH - VÀO Ở NGAY,8.4,"Đường Lê Đức Anh, Phường Bình Hưng Hòa, Quận Bình Tân, Hồ Chí Minh",56.0,4,4,5,Sổ hồng,2026-03-31,batdongsan
"20m ra mặt tiền - 26m2 - 4 tầng BTCT - sổ a4, chỉ 4.7 tỷ",4.7,"Đường Trần Huy Liệu, Phường 12, Quận Phú Nhuận, Hồ Chí Minh",26.0,5,3,4,Sổ hồng,2026-03-27,batdongsan
"Nhà đẹp 4 tầng 5m x 19m KDC Phú Lợi đường Phạm Thế Hiển, Quận 8",8.2,"Khu dân cư Phú Lợi, Đường Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh",95.0,4,5,4,Sổ hồng,2026-03-24,batdongsan
"Nhà bên trường học, đường Trần Thị Năm, DT; 4,5x12m, Lửng, 3Lầu, 4PN, gara ô tô, Sân thượng",7.0,"Đường Trần Thị Năm, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",50.0,4,6,4,Sổ hồng,2026-03-29,batdongsan
"Bán nhà C4 gần 100m2, P.9, Q. TB, giá chỉ 85 tr/m2",0.085,"Đường Lạc Long Quân, Phường 9, Quận Tân Bình, Hồ Chí Minh",97.0,1,1,1,Sổ hồng,2026-03-20,batdongsan
NHÀ ĐẸP Ở NGAY CÓ THANG MÁY BÌNH TÂN NGAY ĐƯỜNG CHIẾN LƯỢC THÔNG TỈNH LỘ 10,7.99,"Đường Chiến Lược, Phường An Lạc, Quận Bình Tân, Hồ Chí Minh",63.0,5,6,4,Sổ hồng,2026-03-23,batdongsan
"Bán nhà 4 tầng Mai Xuân Thưởng Q6, hẻm xe hơi tránh nhau, 6PN 5WC, giá 8.38 tỷ",8.38,"Đường Mai Xuân Thưởng, Phường 6, Quận 6, Hồ Chí Minh",42.0,6,5,4,Sổ hồng,2026-03-25,batdongsan
"Bán nhà siêu đẹp tại hẻm xe tải trục đường Quang Trung, full NT như ảnh, LH:0776 790 ***",8.6,"Đường Quang Trung, Phường 14, Quận Gò Vấp, Hồ Chí Minh",64.0,5,6,4,Sổ hồng,2026-03-20,batdongsan
"Bán nhà quận 4, 45m2 đất, hẻm rộng hoàn công 2 tầng, khu Đoàn Văn Bơ, Phường Xóm Chiếu !",4.35,"Đường Đoàn Văn Bơ, Phường 16, Quận 4, Hồ Chí Minh",45.5,2,2,2,Sổ hồng,2026-03-25,batdongsan
"QUẬN 6 NHÀ MỚI Ở NGAY 2 TẦNG 4PN HẺM 4M THÔNG NHỈNH 5,68TỶ",5.68,"Đường Văn Thân, Phường 8, Quận 6, Hồ Chí Minh",44.1,4,2,2,Sổ hồng,2026-03-18,batdongsan
"CHỦ BÁN GẤP ĐI ĐỊNH CƯ . NHÀ SÁT ĐƯỜNG NGUYỄN THỊ THẬP Q7. DT 145m2 , CHỈ 15.7TỶ",15.7,"Đường Nguyễn Thị Thập, Phường Tân Hưng, Quận 7, Hồ Chí Minh",145.0,5,5,5,Sổ hồng,2026-03-21,batdongsan
BÁN NHÀ 5 TẦNG BTCT ĐƯỜNG LƯU CHÍ HIẾU - NGAY CÔNG VIÊN-NGANG-DT 96M2-4PN-HẺM XE TẢI-GIÁ NHÍNH 10 T,10.0,"Đường Lưu Chí Hiếu, Phường Tây Thạnh, Quận Tân Phú, Hồ Chí Minh",96.0,4,5,5,Sổ hồng,2026-03-30,batdongsan
Ngay chợ Gò Vấp - căn góc KLG - 2 tầng nhà mới ở ngay - 2PN - 32.1m2 chỉ 5.65 tỷ,5.65,"Đường Huỳnh Khương An, Phường 5, Quận Gò Vấp, Hồ Chí Minh",32.1,2,2,2,Sổ hồng,2026-03-28,batdongsan
Cần bán nhà đường Nhiêu Tứ - Phan Xích Long - Q. Phú Nhuận - DT 25m2 - 3tầng - 3PN - 3PN giá 5.5tỷ,5.5,"Đường Nhiêu Tứ, Phường 7, Quận Phú Nhuận, Hồ Chí Minh",25.0,3,3,3,Sổ hồng,2026-03-27,batdongsan
BÁN NHÀ 3 TẦNG NGAY AEON TÂN PHÚ-NGANG 4M-46M2-4PN-4.X TỶ,4.49,"Đường Bình Long, Phường Tân Sơn Nhì, Quận Tân Phú, Hồ Chí Minh",46.0,4,3,3,Sổ hồng,2026-03-29,batdongsan
"NHÀ NÁT xây CHDV (6 x 16) nở 12m - GPXD 7Tầng đường Nguyễn Trãi, Q1 giá rẻ chỉ 19.6tỷ",19.59,"Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh",105.0,3,3,7,Sổ hồng,2026-03-27,batdongsan
"Nhà đẹp 2 tầng Hưng Phú, Q8 giáp Q1 full nội thất vào ở ngay",4.58,"Đường Hưng Phú, Phường 9, Quận 8, Hồ Chí Minh",30.0,2,2,2,Sổ hồng,2026-03-22,batdongsan
Góc chill cực xịn - Nhà đẹp ở ngay - Nhiêu Tứ - xây full đất - KO LG. QH - 3PN,5.5,"Đường Nhiêu Tứ, Phường 7, Quận Phú Nhuận, Hồ Chí Minh",25.1,3,3,3,Giấy tờ không xác định,2026-03-21,batdongsan
"(Nhà tốt) hẻm xe hơi - Cách Mạng Tháng 8, Q. TB - DT: 4 x 14m - Giá chỉ: 8.5 tỷ",8.5,"Đường Cách Mạng Tháng Tám, Phường 5, Quận Tân Bình, Hồ Chí Minh",56.0,3,2,2,Sổ hồng,2026-03-31,batdongsan
"QUẬN 7 - HẺM XE HƠI - 76m - 3 TẦNG - 6,5 TỶ",6.5,"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",76.0,6,6,3,Sổ hồng,2026-03-29,batdongsan
"Bán nhà khu Tân Định Quận 1, gần chùa Nguyễn Văn Nguyễn - 50m², 5PN, lô góc, tiện ở ngay, ~158tr/m²",7.9,"Đường Nguyễn Văn Nguyễn, Phường Tân Định, Quận 1, Hồ Chí Minh",50.0,5,5,3,Sổ hồng,2026-03-26,batdongsan
"Bán xe HXH lý thuyết, Dương Văn Dương, Tân Quý, Tân Phú, 76m2, 4 tầng, mới cong, giá rẻ",8.35,"Đường Dương Văn Dương, Phường Tân Quý, Quận Tân Phú, Hồ Chí Minh",76.0,4,5,4,Sổ hồng,2026-03-30,batdongsan
"Nhà Âu Cơ 3 PN 3 WC Quận 11, hẻm xe hơi, ngang 5.2m giáp Tân Bình, 7 tỷ TL",7.5,"Đường Âu Cơ, Phường 14, Quận 11, Hồ Chí Minh",54.1,3,3,3,Sổ hồng,2026-03-26,batdongsan
Hạ 5 tỷ! Bán nhà 31 tỷ Nguyễn Chí Thanh Sư Vạn Hạnh - Hùng Vương - Phường 9 quận 5 -0932 723 ***Tâm,31.0,"Đường Nguyễn Chí Thanh, Phường 9, Quận 5, Hồ Chí Minh",135.0,4,5,4,Sổ hồng,2026-03-19,batdongsan
"Sát mặt tiền,DT 100m2,HXH Hoàng Văn Thụ,ngã 4 Phú Nhuận,chỉ 16 tỷ TL",16.0,"Đường Hoàng Văn Thụ, Phường 15, Quận Phú Nhuận, Hồ Chí Minh",98.0,4,4,3,Sổ hồng,2026-03-25,batdongsan
Hẻm xe hơi Gò Vấp - gần CV Làng Hoa - căn góc 2 mặt hẻm - sổ vuông đẹp - không lỗi lầm,5.65,"Đường Số 10, Phường 9, Quận Gò Vấp, Hồ Chí Minh",42.0,3,2,2,Sổ hồng,2026-03-30,batdongsan
"CHÍNH CHỦ BÁN GẤP NHÀ 1 TRỆT 1 LẦU 65M2, HẺM 3M ĐƯỜNG ĐÔNG HƯNG THUẬN, Q12",4.68,"Đường Đông Hưng Thuận, Phường Đông Hưng Thuận, Quận 12, Hồ Chí Minh",65.0,2,2,2,Sổ hồng,2026-03-30,batdongsan
"Bán nhà mặt tiền đường kinh doanh. Đường Lò Siêu, Quận 11",6.55,"Đường Lò Siêu, Phường 16, Quận 11, Hồ Chí Minh",37.0,1,2,2,Sổ hồng,2026-03-30,batdongsan
"HXH 7m Thành Thái, Q.10, gần 3 tháng 2, DT 53m2, giá 10 tỷ 9",10.9,"Đường Thành Thái, Phường 14, Quận 10, Hồ Chí Minh",53.0,3,2,3,Sổ hồng,2026-03-21,batdongsan
"Bán nhà Cách Mạng Tháng 8 Quận 10 - DT 41m2 5 tầng 6PN, hẻm ôtô thông",8.2,"Đường Cách Mạng Tháng Tám, Phường 13, Quận 10, Hồ Chí Minh",41.0,6,4,5,Sổ hồng,2026-03-30,batdongsan
NHÀ ĐẸP QUẬN 1- FULL NỘI THẤT-SHR,5.46,"Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh",17.2,2,1,2,Sổ hồng,2026-03-23,batdongsan
"Bán nhanh nhà 3 tầng 2 MT hẻm xe tải 8m Đô Đốc Long - Tân Phú - 80m2 - dòng tiền 26tr - 7,99tỷ(TL)",7.99,"Đường Đô Đốc Long, Phường Tân Quý, Quận Tân Phú, Hồ Chí Minh",80.0,5,6,3,Sổ hồng,2026-03-29,batdongsan
"Bán Nhà 4 Tầng, ngay Parc Malla Cao Lỗ, Tạ Quang Bửu Q8 Kinh Doanh Sầm uất",12.18,"Phố Tạ Quang Bửu, Phường 4, Quận 8, Hồ Chí Minh",80.0,5,4,5,Sổ hồng,2026-03-17,batdongsan
"BÁN NHÀ NGUYỄN DUY TRINH DT 4Mx16M KẾT CẤU 2 TẦNG HOÀN CÔNG, ĐƯỜNG NHỰA XE HƠI, GIÁ 5,x TỶ",5.8,"Đường Nguyễn Duy Trinh, Phường Phú Hữu, Quận 9, Hồ Chí Minh",64.0,3,1,2,Sổ hồng,2026-03-28,batdongsan
BÁN NHÀ NHỈNH 8 TỶ. VỪA CÓ DÒNG TIỀN. SÁT MT NGUYỄN LƯƠNG BẰNG VỚI PHẠM HỮU LẦU Q7. 5 X 18 90M2,8.3,"Đường Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",90.0,7,8,4,Sổ hồng,2026-03-16,batdongsan
"NHÀ CŨ TIỆN XÂY MỚI NGAY MẶT TIỀN CHỢ TÂN QUY Q7 KD BUÔN BÁN SIÊU VIP, 53m2, SHR CÔNG NHẬN 3 TẦNG.",5.8,"Đường 19, Phường Tân Quy, Quận 7, Hồ Chí Minh",53.0,2,1,3,Sổ hồng,2026-03-30,batdongsan
